,start_date,end_date,entry_nifty,entry_banknifty,entry_tte,entry_raw_pnl,exit_nifty,exit_banknifty,exit_tte,exit_raw_pnl,trade_type,net_profit,invested_value
0,2021-01-07 15:25:00,2021-01-08 14:42:00,0.18153249999999999,0.24954700000000002,21.0,4.827347049114768,0.1684315,0.2483595,20.0,0.0,1.0,-4.827347049114768,4.827347049114768
1,2021-01-11 13:54:00,2021-01-11 14:09:00,0.187939,0.2628375,17.0,3.9545913315751013,0.18835200000000002,0.274772,17.0,0.0,1.0,-3.9545913315751013,3.9545913315751013
2,2021-01-12 09:29:00,2021-01-12 10:54:00,0.193708,0.27469200000000005,16.0,3.9279612935129005,0.19449450000000001,0.2832,16.0,0.0,1.0,-3.927961293512901,3.9279612935129005
3,2021-01-13 09:27:00,2021-01-13 09:35:00,0.1933355,0.2790085,15.0,3.79639801350488,0.190896,0.283377,15.0,0.0,1.0,-3.7963980135048807,3.79639801350488
4,2021-01-13 12:15:00,2021-01-13 12:20:00,0.1949365,0.295621,15.0,4.461597420315993,0.1954345,0.289665,15.0,0.0,-1.0,4.461597420315993,4.461597420315993
5,2021-01-13 13:31:00,2021-01-13 13:38:00,0.195201,0.281579,15.0,3.827638434635469,0.1970715,0.29015349999999995,15.0,0.0,1.0,-3.827638434635471,3.827638434635469
6,2021-01-13 15:08:00,2021-01-22 10:23:00,0.1893475,0.2763995,15.0,3.8575051634893938,0.1728335,0.25691600000000003,6.0,0.0,1.0,-3.857505163489396,3.8575051634893938
7,2021-01-25 09:15:00,2021-01-25 09:39:00,0.2211245,0.29788950000000003,31.0,9.39873978072429,0.2243715,0.31261099999999997,3.0,0.0,-1.0,9.398739780724288,9.39873978072429
8,2021-01-25 09:41:00,2021-01-25 09:46:00,0.22447050000000002,0.31976499999999997,31.0,11.667403218058102,0.246817,0.3085295,3.0,0.0,-1.0,11.667403218058102,11.667403218058102
9,2021-01-25 09:48:00,2021-01-25 09:50:00,0.24824849999999998,0.293085,3.0,0.20873797222456808,0.22481800000000002,0.31470149999999997,31.0,11.004906234361114,1.0,10.796168262136547,0.20873797222456808
10,2021-01-25 09:51:00,2021-01-25 10:06:00,0.2238255,0.325585,31.0,12.458946925247353,0.217633,0.301524,3.0,0.0,-1.0,12.458946925247352,12.458946925247353
11,2021-01-25 10:08:00,2021-01-25 10:13:00,0.2217595,0.2977945,31.0,9.309362069007637,0.21880850000000002,0.304858,3.0,0.0,-1.0,9.30936206900764,9.309362069007637
12,2021-01-25 10:14:00,2021-01-25 10:15:00,0.2246495,0.3055735,31.0,9.907947867066138,0.218937,0.281589,3.0,0.0,-1.0,9.907947867066142,9.907947867066138
13,2021-01-25 10:21:00,2021-01-25 10:22:00,0.219795,0.302576,31.0,10.13531007344672,0.216172,0.30349400000000004,3.0,0.0,-1.0,10.135310073446718,10.13531007344672
14,2021-01-25 10:30:00,2021-01-25 10:41:00,0.22033,0.29518849999999996,31.0,9.165317030877988,0.2125155,0.2861355,3.0,0.0,-1.0,9.165317030878,9.165317030877988
15,2021-01-25 10:45:00,2021-01-25 10:47:00,0.22477550000000002,0.311288,31.0,10.592177102584639,0.21369100000000002,0.31689,3.0,0.0,-1.0,10.592177102584643,10.592177102584639
16,2021-01-25 11:17:00,2021-01-25 11:36:00,0.226937,0.303616,31.0,9.388210351672736,0.216284,0.318461,3.0,0.0,-1.0,9.388210351672711,9.388210351672736
17,2021-01-25 11:37:00,2021-01-25 12:35:00,0.22572399999999998,0.305542,31.0,9.772534512054335,0.21602300000000002,0.3096595,3.0,0.0,-1.0,9.772534512054364,9.772534512054335
18,2021-01-25 12:36:00,2021-01-25 12:40:00,0.22788799999999998,0.3224445,31.0,11.577046024569222,0.2122845,0.3099645,3.0,0.0,-1.0,11.577046024569228,11.577046024569222
19,2021-01-25 12:48:00,2021-01-25 12:55:00,0.22608699999999998,0.309307,31.0,10.189059135698239,0.21139750000000002,0.3046185,3.0,0.0,-1.0,10.189059135698258,10.189059135698239
